Column1,Column2,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
1242,71%,95231,37.8739,-121.29004,French Camp,CA,California,TRUE,,5165,188.3,6077,San Joaquin,"{""06077"": ""100""}",San Joaquin,6077,FALSE,FALSE,America/Los_Angeles
1243,71%,95232,38.35534,-120.59406,Glencoe,CA,California,TRUE,,161,7.9,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1244,71%,95233,38.1762,-120.37044,Hathaway Pines,CA,California,TRUE,,548,30.2,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1245,71%,95234,37.92544,-121.52776,Holt,CA,California,TRUE,,0,0,6077,San Joaquin,"{""06077"": ""100""}",San Joaquin,6077,FALSE,FALSE,America/Los_Angeles
1246,71%,95236,38.03949,-121.02943,Linden,CA,California,TRUE,,4199,15,6077,San Joaquin,"{""06077"": ""100""}",San Joaquin,6077,FALSE,FALSE,America/Los_Angeles
1247,71%,95237,38.16165,-121.14989,Lockeford,CA,California,TRUE,,3639,176,6077,San Joaquin,"{""06077"": ""100""}",San Joaquin,6077,FALSE,FALSE,America/Los_Angeles
1248,71%,95240,38.11309,-121.14899,Lodi,CA,California,TRUE,,48799,227.8,6077,San Joaquin,"{""06077"": ""100""}",San Joaquin,6077,FALSE,FALSE,America/Los_Angeles
1249,71%,95242,38.13459,-121.39362,Lodi,CA,California,TRUE,,26409,106.2,6077,San Joaquin,"{""06077"": ""100""}",San Joaquin,6077,FALSE,FALSE,America/Los_Angeles
1250,71%,95245,38.29793,-120.6213,Mokelumne Hill,CA,California,TRUE,,1717,9.7,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1251,71%,95246,38.23279,-120.51792,Mountain Ranch,CA,California,TRUE,,1159,8.6,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1252,71%,95247,38.13806,-120.4532,Murphys,CA,California,TRUE,,4024,37.3,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1253,71%,95248,38.32399,-120.46138,Rail Road Flat,CA,California,TRUE,,106,1.3,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1254,71%,95249,38.18985,-120.62658,San Andreas,CA,California,TRUE,,5444,25.1,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1255,71%,95251,38.08235,-120.45474,Vallecito,CA,California,TRUE,,625,22,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1256,71%,95252,38.14951,-120.84699,Valley Springs,CA,California,TRUE,,16262,51.3,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1257,71%,95254,38.19516,-120.95514,Wallace,CA,California,TRUE,,1035,72.5,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1258,71%,95255,38.41967,-120.4759,West Point,CA,California,TRUE,,1289,11.2,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1259,71%,95257,38.38056,-120.44456,Wilseyville,CA,California,TRUE,,407,10.3,6009,Calaveras,"{""06009"": ""100""}",Calaveras,6009,FALSE,FALSE,America/Los_Angeles
1260,72%,95258,38.16833,-121.31028,Woodbridge,CA,California,TRUE,,3599,431.1,6077,San Joaquin,"{""06077"": ""100""}",San Joaquin,6077,FALSE,FALSE,America/Los_Angeles
1261,72%,95301,37.31796,-120.63372,Atwater,CA,California,TRUE,,39186,242.7,6047,Merced,"{""06047"": ""100""}",Merced,6047,FALSE,FALSE,America/Los_Angeles
1262,72%,95303,37.48297,-120.66189,Ballico,CA,California,TRUE,,1110,11,6047,Merced,"{""06047"": ""100""}",Merced,6047,FALSE,FALSE,America/Los_Angeles
1263,72%,95304,37.67832,-121.3999,Tracy,CA,California,TRUE,,14282,34.6,6077,San Joaquin,"{""06077"": ""100""}",San Joaquin,6077,FALSE,FALSE,America/Los_Angeles
1264,72%,95305,37.80468,-120.27189,Big Oak Flat,CA,California,TRUE,,0,0,6109,Tuolumne,"{""06109"": ""100""}",Tuolumne,6109,FALSE,FALSE,America/Los_Angeles
1265,72%,95306,37.38408,-120.12909,Catheys Valley,CA,California,TRUE,,654,1.8,6043,Mariposa,"{""06043"": ""100""}",Mariposa,6043,FALSE,FALSE,America/Los_Angeles
1266,72%,95307,37.55435,-120.95139,Ceres,CA,California,TRUE,,46283,533.4,6099,Stanislaus,"{""06099"": ""100""}",Stanislaus,6099,FALSE,FALSE,America/Los_Angeles
1267,72%,95310,38.09129,-120.37094,Columbia,CA,California,TRUE,,1874,18.3,6109,Tuolumne,"{""06109"": ""100""}",Tuolumne,6109,FALSE,FALSE,America/Los_Angeles
1268,72%,95311,37.7045,-120.08199,Coulterville,CA,California,TRUE,,1893,3.1,6043,Mariposa,"{""06043"": ""97.86"", ""06109"": ""2.14""}",Mariposa|Tuolumne,06043|06109,FALSE,FALSE,America/Los_Angeles
1269,72%,95312,37.42103,-120.65308,Cressey,CA,California,TRUE,,276,108.7,6047,Merced,"{""06047"": ""100""}",Merced,6047,FALSE,FALSE,America/Los_Angeles
