,,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
45,0.111111111,85119,33.40972,-111.50197,Apache Junction,AZ,Arizona,TRUE,,24255,212.5,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
46,0.113580247,85120,33.40301,-111.56787,Apache Junction,AZ,Arizona,TRUE,,31842,688.8,4021,Pinal,"{""04021"": ""83.77"", ""04013"": ""16.23""}",Pinal|Maricopa,04021|04013,FALSE,FALSE,America/Phoenix
47,0.116049383,85121,33.14345,-111.92129,Bapchule,AZ,Arizona,TRUE,,1499,7.9,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
48,0.118518519,85122,32.91719,-111.74422,Casa Grande,AZ,Arizona,TRUE,,58724,453.3,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
49,0.120987654,85123,32.71578,-111.69557,Arizona City,AZ,Arizona,TRUE,,11265,163.5,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
50,0.12345679,85128,32.99049,-111.53802,Coolidge,AZ,Arizona,TRUE,,17053,40.3,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
51,0.125925926,85131,32.6739,-111.55013,Eloy,AZ,Arizona,TRUE,,20055,28.7,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
52,0.128395062,85132,32.93339,-111.20446,Florence,AZ,Arizona,TRUE,,39903,25.5,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
53,0.130864198,85135,33.00418,-110.786,Hayden,AZ,Arizona,TRUE,,490,429.2,4007,Gila,"{""04007"": ""100""}",Gila,4007,FALSE,FALSE,America/Phoenix
54,0.133333333,85137,33.13733,-111.00194,Kearny,AZ,Arizona,TRUE,,2535,4.7,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
55,0.135802469,85138,33.00685,-111.98908,Maricopa,AZ,Arizona,TRUE,,38446,200.4,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
56,0.138271605,85139,32.97591,-112.14611,Maricopa,AZ,Arizona,TRUE,,17939,35.8,4021,Pinal,"{""04021"": ""99.31"", ""04013"": ""0.69""}",Pinal|Maricopa,04021|04013,FALSE,FALSE,America/Phoenix
57,0.140740741,85140,33.24451,-111.54379,San Tan Valley,AZ,Arizona,TRUE,,47244,544.1,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
58,0.143209877,85141,32.67333,-111.45436,Picacho,AZ,Arizona,TRUE,,430,4,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
59,0.145679012,85142,33.19866,-111.63814,Queen Creek,AZ,Arizona,TRUE,,71423,388.2,4013,Maricopa,"{""04013"": ""66.26"", ""04021"": ""33.74""}",Maricopa|Pinal,04013|04021,FALSE,FALSE,America/Phoenix
60,0.148148148,85143,33.15864,-111.51902,San Tan Valley,AZ,Arizona,TRUE,,39153,420.4,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
61,0.150617284,85145,32.55751,-111.36787,Red Rock,AZ,Arizona,TRUE,,4203,73,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
62,0.15308642,85147,33.12587,-111.73723,Sacaton,AZ,Arizona,TRUE,,3644,19.7,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
63,0.155555556,85172,32.88608,-111.95379,Stanfield,AZ,Arizona,TRUE,,1991,11.7,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
64,0.158024691,85173,33.27017,-111.12336,Superior,AZ,Arizona,TRUE,,3098,32.1,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
65,0.160493827,85192,32.96052,-110.68867,Winkelman,AZ,Arizona,TRUE,,2616,2.8,4021,Pinal,"{""04021"": ""67.26"", ""04007"": ""32.74""}",Pinal|Gila,04021|04007,FALSE,FALSE,America/Phoenix
66,0.162962963,85193,32.79406,-111.82023,Casa Grande,AZ,Arizona,TRUE,,6142,9.2,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
67,0.165432099,85194,32.89835,-111.62605,Casa Grande,AZ,Arizona,TRUE,,7948,40.4,4021,Pinal,"{""04021"": ""100""}",Pinal,4021,FALSE,FALSE,America/Phoenix
68,0.167901235,85201,33.43387,-111.85023,Mesa,AZ,Arizona,TRUE,,54110,2237.6,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
69,0.17037037,85202,33.38249,-111.87447,Mesa,AZ,Arizona,TRUE,,40364,2478.1,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
70,0.172839506,85203,33.45005,-111.804,Mesa,AZ,Arizona,TRUE,,39797,1677.1,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
71,0.175308642,85204,33.39679,-111.7881,Mesa,AZ,Arizona,TRUE,,67924,2647.4,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
72,0.177777778,85205,33.43232,-111.7187,Mesa,AZ,Arizona,TRUE,,43135,1701.5,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
73,0.180246914,85206,33.39667,-111.71772,Mesa,AZ,Arizona,TRUE,,37230,1506.9,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
74,0.182716049,85207,33.4535,-111.63683,Mesa,AZ,Arizona,TRUE,,49863,644.9,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
75,0.185185185,85208,33.40161,-111.62826,Mesa,AZ,Arizona,TRUE,,37109,1595.2,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
76,0.187654321,85209,33.37832,-111.63763,Mesa,AZ,Arizona,TRUE,,41407,1442.1,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
77,0.190123457,85210,33.38986,-111.84321,Mesa,AZ,Arizona,TRUE,,41073,2408.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
78,0.192592593,85212,33.32214,-111.63542,Mesa,AZ,Arizona,TRUE,,37204,405.4,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
79,0.195061728,85213,33.44847,-111.77,Mesa,AZ,Arizona,TRUE,,36916,1505,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
80,0.197530864,85215,33.51106,-111.57882,Mesa,AZ,Arizona,TRUE,,16471,76.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
81,0.2,85224,33.32365,-111.87643,Chandler,AZ,Arizona,TRUE,,43834,1813.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
82,0.202469136,85225,33.3174,-111.83218,Chandler,AZ,Arizona,TRUE,,70356,2120,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
83,0.204938272,85226,33.259,-112.00763,Chandler,AZ,Arizona,TRUE,,39157,188.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
84,0.207407407,85233,33.35211,-111.81134,Gilbert,AZ,Arizona,TRUE,,35640,1414.2,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
85,0.209876543,85234,33.36455,-111.73943,Gilbert,AZ,Arizona,TRUE,,49056,1594.5,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
86,0.212345679,85248,33.21797,-111.86962,Chandler,AZ,Arizona,TRUE,,35040,447.1,4013,Maricopa,"{""04013"": ""97.55"", ""04021"": ""2.45""}",Maricopa|Pinal,04013|04021,FALSE,FALSE,America/Phoenix
87,0.214814815,85249,33.22551,-111.79707,Chandler,AZ,Arizona,TRUE,,39618,1107.4,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
88,0.217283951,85250,33.53583,-111.88853,Scottsdale,AZ,Arizona,TRUE,,17688,725.2,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
89,0.219753086,85251,33.49393,-111.91954,Scottsdale,AZ,Arizona,TRUE,,41102,2153.5,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
90,0.222222222,85253,33.54501,-111.95854,Paradise Valley,AZ,Arizona,TRUE,,18811,403.9,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
91,0.224691358,85254,33.61504,-111.95198,Scottsdale,AZ,Arizona,TRUE,,47185,1335.7,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
92,0.227160494,85255,33.68316,-111.82109,Scottsdale,AZ,Arizona,TRUE,,43956,193.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
93,0.22962963,85256,33.50196,-111.84066,Scottsdale,AZ,Arizona,TRUE,,6173,72.2,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
94,0.232098765,85257,33.46417,-111.91592,Scottsdale,AZ,Arizona,TRUE,,33392,1966.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
95,0.234567901,85258,33.56466,-111.89566,Scottsdale,AZ,Arizona,TRUE,,25755,1159.6,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
96,0.237037037,85259,33.60112,-111.80949,Scottsdale,AZ,Arizona,TRUE,,23364,440.4,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
97,0.239506173,85260,33.60959,-111.89159,Scottsdale,AZ,Arizona,TRUE,,39861,1060.6,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
98,0.241975309,85262,33.83185,-111.81058,Scottsdale,AZ,Arizona,TRUE,,11872,36.2,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
99,0.244444444,85263,33.82693,-111.51454,Rio Verde,AZ,Arizona,TRUE,,2907,3.3,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
100,0.24691358,85264,33.63083,-111.5326,Fort Mcdowell,AZ,Arizona,TRUE,,1345,2.4,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
101,0.249382716,85266,33.76695,-111.91825,Scottsdale,AZ,Arizona,TRUE,,13253,298.7,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
102,0.251851852,85268,33.60699,-111.74005,Fountain Hills,AZ,Arizona,TRUE,,25022,469.1,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
103,0.254320988,85281,33.42815,-111.93115,Tempe,AZ,Arizona,TRUE,,66833,1931.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
104,0.256790123,85282,33.39414,-111.93184,Tempe,AZ,Arizona,TRUE,,55664,1923.6,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
105,0.259259259,85283,33.36461,-111.93212,Tempe,AZ,Arizona,TRUE,,51495,2260.4,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
106,0.261728395,85284,33.33717,-111.93424,Tempe,AZ,Arizona,TRUE,,19909,989.5,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
107,0.264197531,85286,33.27106,-111.83122,Chandler,AZ,Arizona,TRUE,,44885,1066.6,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
108,0.266666667,85295,33.30544,-111.74085,Gilbert,AZ,Arizona,TRUE,,47791,1459.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
109,0.269135802,85296,33.33539,-111.74059,Gilbert,AZ,Arizona,TRUE,,44564,1519.7,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
110,0.271604938,85297,33.2778,-111.7335,Gilbert,AZ,Arizona,TRUE,,33868,1239,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
111,0.274074074,85298,33.24188,-111.72573,Gilbert,AZ,Arizona,TRUE,,31593,852.4,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
112,0.27654321,85301,33.53177,-112.17799,Glendale,AZ,Arizona,TRUE,,68579,2856.1,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
113,0.279012346,85302,33.56796,-112.17795,Glendale,AZ,Arizona,TRUE,,40186,2542.7,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
114,0.281481481,85303,33.5327,-112.22112,Glendale,AZ,Arizona,TRUE,,35142,2142.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
115,0.283950617,85304,33.59646,-112.17698,Glendale,AZ,Arizona,TRUE,,28113,1949.5,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
116,0.286419753,85305,33.53079,-112.25636,Glendale,AZ,Arizona,TRUE,,13370,814.7,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
117,0.288888889,85306,33.62394,-112.17639,Glendale,AZ,Arizona,TRUE,,25520,1757.9,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
118,0.291358025,85307,33.53756,-112.31365,Glendale,AZ,Arizona,TRUE,,11108,344.6,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
119,0.29382716,85308,33.66051,-112.18462,Glendale,AZ,Arizona,TRUE,,66706,1507.9,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
120,0.296296296,85309,33.53551,-112.37668,Luke Air Force Base,AZ,Arizona,TRUE,,678,76.3,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
121,0.298765432,85310,33.69578,-112.1719,Glendale,AZ,Arizona,TRUE,,20267,858.5,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
122,0.301234568,85320,33.91846,-113.21363,Aguila,AZ,Arizona,TRUE,,1207,0.9,4013,Maricopa,"{""04013"": ""98.66"", ""04025"": ""1.34""}",Maricopa|Yavapai,04013|04025,FALSE,FALSE,America/Phoenix
123,0.303703704,85321,32.22945,-112.65431,Ajo,AZ,Arizona,TRUE,,4009,1,4019,Pima,"{""04019"": ""96.6"", ""04013"": ""3.4""}",Pima|Maricopa,04019|04013,FALSE,FALSE,America/Phoenix
124,0.30617284,85322,33.1741,-112.85102,Arlington,AZ,Arizona,TRUE,,670,0.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
125,0.308641975,85323,33.41939,-112.32606,Avondale,AZ,Arizona,TRUE,,43968,913.3,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
126,0.311111111,85324,34.11916,-112.04426,Black Canyon City,AZ,Arizona,TRUE,,2825,3.7,4025,Yavapai,"{""04025"": ""100""}",Yavapai,4025,FALSE,FALSE,America/Phoenix
127,0.313580247,85325,33.99884,-113.90161,Bouse,AZ,Arizona,TRUE,,1288,0.6,4012,La Paz,"{""04012"": ""100""}",La Paz,4012,FALSE,FALSE,America/Phoenix
128,0.316049383,85326,33.28904,-112.57796,Buckeye,AZ,Arizona,TRUE,,63317,66.3,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
129,0.318518519,85328,33.22631,-114.63446,Cibola,AZ,Arizona,TRUE,,367,0.8,4012,La Paz,"{""04012"": ""100""}",La Paz,4012,FALSE,FALSE,America/Phoenix
130,0.320987654,85331,33.88506,-111.93494,Cave Creek,AZ,Arizona,TRUE,,30727,105.6,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
131,0.32345679,85332,34.19082,-112.90464,Congress,AZ,Arizona,TRUE,,1747,1.6,4025,Yavapai,"{""04025"": ""100""}",Yavapai,4025,FALSE,FALSE,America/Phoenix
132,0.325925926,85333,33.02343,-113.28105,Dateland,AZ,Arizona,TRUE,,565,0.3,4027,Yuma,"{""04027"": ""90.25"", ""04013"": ""9.75""}",Yuma|Maricopa,04027|04013,FALSE,FALSE,America/Phoenix
133,0.328395062,85334,33.52216,-114.53383,Ehrenberg,AZ,Arizona,TRUE,,1160,6.9,4012,La Paz,"{""04012"": ""100""}",La Paz,4012,FALSE,FALSE,America/Phoenix
134,0.330864198,85335,33.59191,-112.32664,El Mirage,AZ,Arizona,TRUE,,35333,1367.4,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
135,0.333333333,85336,32.54533,-114.78951,San Luis,AZ,Arizona,TRUE,,510,51.6,4027,Yuma,"{""04027"": ""100""}",Yuma,4027,FALSE,FALSE,America/Phoenix
136,0.335802469,85337,32.95961,-112.7033,Gila Bend,AZ,Arizona,TRUE,,2626,1.8,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
137,0.338271605,85338,33.3735,-112.40794,Goodyear,AZ,Arizona,TRUE,,50122,262.1,4013,Maricopa,"{""04013"": ""100""}",Maricopa,4013,FALSE,FALSE,America/Phoenix
138,0.340740741,85339,33.23775,-112.16077,Laveen,AZ,Arizona,TRUE,,47958,87.1,4013,Maricopa,"{""04013"": ""99.85"", ""04021"": ""0.15""}",Maricopa|Pinal,04013|04021,FALSE,FALSE,America/Phoenix
