,,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
140,80%,89451,39.24152,-119.93386,Incline Village,NV,Nevada,TRUE,,8777,133.9,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
141,81%,89460,38.90108,-119.79057,Gardnerville,NV,Nevada,TRUE,,13570,96.7,32005,Douglas,"{""32005"": ""100""}",Douglas,32005,FALSE,FALSE,America/Los_Angeles
142,81%,89501,39.52566,-119.81303,Reno,NV,Nevada,TRUE,,3961,2413.3,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
143,82%,89502,39.49206,-119.74507,Reno,NV,Nevada,TRUE,,45294,787.8,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
144,82%,89503,39.54076,-119.83983,Reno,NV,Nevada,TRUE,,28867,1717.3,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
145,83%,89506,39.70138,-119.82276,Reno,NV,Nevada,TRUE,,43566,178,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
146,83%,89508,39.79286,-119.91954,Reno,NV,Nevada,TRUE,,13206,31.9,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
147,84%,89509,39.49663,-119.82726,Reno,NV,Nevada,TRUE,,35793,1543.6,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
148,85%,89510,40.05586,-119.66305,Reno,NV,Nevada,TRUE,,1454,0.5,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
149,85%,89511,39.3953,-119.89494,Reno,NV,Nevada,TRUE,,26443,68.5,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
150,86%,89512,39.55284,-119.80072,Reno,NV,Nevada,TRUE,,26222,1605.1,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
151,86%,89519,39.48135,-119.85904,Reno,NV,Nevada,TRUE,,8766,434.5,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
152,87%,89521,39.38099,-119.68598,Reno,NV,Nevada,TRUE,,33381,168,32031,Washoe,"{""32031"": ""95.1"", ""32029"": ""4.9""}",Washoe|Storey,32031|32029,FALSE,FALSE,America/Los_Angeles
153,87%,89523,39.524,-119.91376,Reno,NV,Nevada,TRUE,,34363,704.1,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
154,88%,89701,39.13966,-119.71837,Carson City,NV,Nevada,TRUE,,27193,315.3,32510,Carson City,"{""32510"": ""100""}",Carson City,32510,FALSE,FALSE,America/Los_Angeles
155,89%,89702,39.15921,-119.73599,Carson City,NV,Nevada,TRUE,,0,0,32510,Carson City,"{""32510"": ""0""}",Carson City,32510,FALSE,FALSE,America/Los_Angeles
156,89%,89703,39.1639,-119.81277,Carson City,NV,Nevada,TRUE,,9955,151.5,32510,Carson City,"{""32510"": ""100""}",Carson City,32510,FALSE,FALSE,America/Los_Angeles
157,90%,89704,39.26682,-119.8174,Washoe Valley,NV,Nevada,TRUE,,3828,19.3,32031,Washoe,"{""32031"": ""100""}",Washoe,32031,FALSE,FALSE,America/Los_Angeles
158,90%,89705,39.11057,-119.86226,Carson City,NV,Nevada,TRUE,,5307,47.5,32005,Douglas,"{""32005"": ""99.09"", ""32510"": ""0.91""}",Douglas|Carson City,32005|32510,FALSE,FALSE,America/Los_Angeles
159,91%,89706,39.21975,-119.70611,Carson City,NV,Nevada,TRUE,,19318,235.3,32510,Carson City,"{""32510"": ""91.7"", ""32019"": ""8.3""}",Carson City|Lyon,32510|32019,FALSE,FALSE,America/Los_Angeles
160,91%,89801,41.24905,-115.7589,Elko,NV,Nevada,TRUE,,26669,5.9,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
161,92%,89815,40.6171,-115.59563,Spring Creek,NV,Nevada,TRUE,,14177,8.7,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
162,93%,89820,40.42657,-116.97366,Battle Mountain,NV,Nevada,TRUE,,5436,1,32015,Lander,"{""32015"": ""99.96"", ""32011"": ""0.04""}",Lander|Eureka,32015|32011,FALSE,FALSE,America/Los_Angeles
163,93%,89821,40.49241,-116.46224,Crescent Valley,NV,Nevada,TRUE,,462,0.5,32011,Eureka,"{""32011"": ""100""}",Eureka,32011,FALSE,FALSE,America/Los_Angeles
164,94%,89822,40.53131,-116.19417,Carlin,NV,Nevada,TRUE,,2160,1.4,32007,Elko,"{""32007"": ""94.31"", ""32011"": ""5.69""}",Elko|Eureka,32007|32011,FALSE,FALSE,America/Los_Angeles
165,94%,89823,41.00476,-115.27447,Deeth,NV,Nevada,TRUE,,124,0.1,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
166,95%,89825,41.88816,-114.72328,Jackpot,NV,Nevada,TRUE,,1289,11.8,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
167,95%,89826,41.8873,-115.38128,Jarbidge,NV,Nevada,TRUE,,0,0,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
168,96%,89828,40.75053,-115.36309,Lamoille,NV,Nevada,TRUE,,363,1.1,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
169,97%,89830,41.27533,-114.28821,Montello,NV,Nevada,TRUE,,208,0.1,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
170,97%,89831,41.73253,-116.11224,Mountain City,NV,Nevada,TRUE,,11,0,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
171,98%,89832,41.98653,-116.16574,Owyhee,NV,Nevada,TRUE,,1312,3.8,32007,Elko,"{""32007"": ""72.7"", ""16073"": ""27.3""}",Elko|Owyhee,32007|16073,FALSE,FALSE,America/Los_Angeles
172,98%,89833,40.47107,-115.31693,Ruby Valley,NV,Nevada,TRUE,,137,0.1,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
173,99%,89834,41.37383,-116.2641,Tuscarora,NV,Nevada,TRUE,,152,0.1,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
174,99%,89835,41.1147,-114.85451,Wells,NV,Nevada,TRUE,,1626,0.2,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
175,100%,89883,40.72545,-114.24179,West Wendover,NV,Nevada,TRUE,,4381,5.6,32007,Elko,"{""32007"": ""100""}",Elko,32007,FALSE,FALSE,America/Los_Angeles
