Column1,Column2,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
538,31%,92518,33.88869,-117.27768,March Air Reserve Base,CA,California,TRUE,,1021,33.2,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
539,31%,92530,33.65051,-117.3751,Lake Elsinore,CA,California,TRUE,,58184,416.9,6065,Riverside,"{""06065"": ""99.97"", ""06059"": ""0.03""}",Riverside|Orange,06065|06059,FALSE,FALSE,America/Los_Angeles
540,31%,92532,33.69279,-117.30327,Lake Elsinore,CA,California,TRUE,,25923,554.5,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
541,31%,92536,33.49288,-116.83491,Aguanga,CA,California,TRUE,,3076,9.5,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
542,31%,92539,33.5135,-116.64385,Anza,CA,California,TRUE,,4557,13.4,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
543,31%,92543,33.69821,-116.97686,Hemet,CA,California,TRUE,,38314,839.4,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
544,31%,92544,33.64626,-116.88199,Hemet,CA,California,TRUE,,49923,142,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
545,31%,92545,33.72967,-117.03417,Hemet,CA,California,TRUE,,41879,501.2,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
546,31%,92548,33.75866,-117.10946,Homeland,CA,California,TRUE,,7859,308.7,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
547,31%,92549,33.77046,-116.7441,Idyllwild,CA,California,TRUE,,2517,35.4,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
548,31%,92551,33.88145,-117.22614,Moreno Valley,CA,California,TRUE,,34011,2242.8,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
549,31%,92553,33.92338,-117.24486,Moreno Valley,CA,California,TRUE,,76102,2899.5,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
550,31%,92555,33.90109,-117.1184,Moreno Valley,CA,California,TRUE,,44452,212.7,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
551,31%,92557,33.9703,-117.25966,Moreno Valley,CA,California,TRUE,,53406,1097.6,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
552,31%,92561,33.64095,-116.61995,Mountain Center,CA,California,TRUE,,1462,3.6,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
553,31%,92562,33.55113,-117.34387,Murrieta,CA,California,TRUE,,64286,226.9,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
554,31%,92563,33.57996,-117.14579,Murrieta,CA,California,TRUE,,69469,1326.6,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
555,32%,92567,33.81232,-117.1048,Nuevo,CA,California,TRUE,,10648,139.4,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
556,32%,92570,33.7852,-117.31662,Perris,CA,California,TRUE,,60686,240.8,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
557,32%,92571,33.82427,-117.20462,Perris,CA,California,TRUE,,57622,985.5,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
558,32%,92582,33.80584,-117.01947,San Jacinto,CA,California,TRUE,,17219,359.1,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
559,32%,92583,33.79684,-116.93249,San Jacinto,CA,California,TRUE,,32697,443.3,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
560,32%,92584,33.6616,-117.1755,Menifee,CA,California,TRUE,,54235,702.2,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
561,32%,92585,33.74669,-117.17214,Menifee,CA,California,TRUE,,21907,416.5,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
562,32%,92586,33.70901,-117.19889,Menifee,CA,California,TRUE,,19472,1064.9,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
563,32%,92587,33.69509,-117.25294,Menifee,CA,California,TRUE,,17237,842.2,6065,Riverside,"{""06065"": ""100""}",Riverside,6065,FALSE,FALSE,America/Los_Angeles
