,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
141,75233,32.70435,-96.87298,Dallas,TX,Texas,TRUE,,17280,1926.7,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
142,75234,32.92366,-96.89042,Dallas,TX,Texas,TRUE,,37160,1384.9,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
143,75235,32.8325,-96.84849,Dallas,TX,Texas,TRUE,,18429,1058.8,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
144,75236,32.68557,-96.93576,Dallas,TX,Texas,TRUE,,18137,560.7,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
145,75237,32.66564,-96.8731,Dallas,TX,Texas,TRUE,,21423,1243.8,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
146,75238,32.87853,-96.70782,Dallas,TX,Texas,TRUE,,33049,1940.2,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
147,75240,32.93174,-96.78854,Dallas,TX,Texas,TRUE,,28534,2920.8,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
148,75241,32.66571,-96.75904,Dallas,TX,Texas,TRUE,,31562,453.6,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
149,75243,32.91211,-96.73563,Dallas,TX,Texas,TRUE,,68308,3031.6,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
150,75244,32.92542,-96.83663,Dallas,TX,Texas,TRUE,,13254,1109.6,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
151,75246,32.79292,-96.7733,Dallas,TX,Texas,TRUE,,2760,2359.3,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
