Column1,Column2,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
185,11%,91101,34.14657,-118.13942,Pasadena,CA,California,TRUE,,21395,6210.9,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
186,11%,91103,34.16898,-118.16597,Pasadena,CA,California,TRUE,,27659,1982.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
187,11%,91104,34.16784,-118.12348,Pasadena,CA,California,TRUE,,37874,3842.6,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
188,11%,91105,34.13821,-118.16677,Pasadena,CA,California,TRUE,,12617,1319.5,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
189,11%,91106,34.13867,-118.1282,Pasadena,CA,California,TRUE,,25543,3348.4,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
190,11%,91107,34.15833,-118.08716,Pasadena,CA,California,TRUE,,32503,1525.1,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
191,11%,91108,34.12234,-118.11341,San Marino,CA,California,TRUE,,13375,1355,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
192,11%,91201,34.17031,-118.28913,Glendale,CA,California,TRUE,,23281,3818,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
193,11%,91202,34.16785,-118.26846,Glendale,CA,California,TRUE,,23345,4397.7,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
194,11%,91203,34.15298,-118.26419,Glendale,CA,California,TRUE,,15410,7268.9,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
195,11%,91204,34.13629,-118.26093,Glendale,CA,California,TRUE,,18723,6431.6,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
196,11%,91205,34.13666,-118.24332,Glendale,CA,California,TRUE,,37638,7685.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
197,11%,91206,34.16068,-118.21352,Glendale,CA,California,TRUE,,34739,2280.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
198,11%,91207,34.18361,-118.25864,Glendale,CA,California,TRUE,,11031,936.9,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
199,11%,91208,34.1925,-118.23656,Glendale,CA,California,TRUE,,15860,887.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
200,11%,91210,34.14452,-118.25645,Glendale,CA,California,TRUE,,529,4640.1,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
201,11%,91214,34.23671,-118.24925,La Crescenta,CA,California,TRUE,,30787,1575.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
202,11%,91301,34.12274,-118.7572,Agoura Hills,CA,California,TRUE,,26334,298.4,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
203,12%,91302,34.12426,-118.6701,Calabasas,CA,California,TRUE,,26712,386.1,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
204,12%,91303,34.19794,-118.60156,Canoga Park,CA,California,TRUE,,31586,5637.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
205,12%,91304,34.22465,-118.63249,Canoga Park,CA,California,TRUE,,54361,2231.6,6037,Los Angeles,"{""06037"": ""99.52"", ""06111"": ""0.48""}",Los Angeles|Ventura,06037|06111,FALSE,FALSE,America/Los_Angeles
206,12%,91306,34.20927,-118.5754,Winnetka,CA,California,TRUE,,49678,4634.9,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
207,12%,91307,34.20164,-118.66216,West Hills,CA,California,TRUE,,26341,1262,6037,Los Angeles,"{""06037"": ""91.63"", ""06111"": ""8.37""}",Los Angeles|Ventura,06037|06111,FALSE,FALSE,America/Los_Angeles
