Column1,Column2,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
1,0%,90001,33.97398,-118.24955,Los Angeles,CA,California,TRUE,,59832,6595.9,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
2,0%,90002,33.94901,-118.24674,Los Angeles,CA,California,TRUE,,53302,6721.1,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
3,0%,90003,33.96411,-118.2737,Los Angeles,CA,California,TRUE,,73730,8016.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
4,0%,90004,34.07621,-118.31084,Los Angeles,CA,California,TRUE,,60541,7668.7,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
5,0%,90005,34.05912,-118.30654,Los Angeles,CA,California,TRUE,,39732,14151.8,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
6,0%,90006,34.04801,-118.29418,Los Angeles,CA,California,TRUE,,59576,11981.7,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
7,0%,90007,34.02809,-118.28489,Los Angeles,CA,California,TRUE,,42433,6640.7,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
8,0%,90008,34.00956,-118.34706,Los Angeles,CA,California,TRUE,,31754,3337.9,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
9,1%,90010,34.06211,-118.31577,Los Angeles,CA,California,TRUE,,3822,3226.8,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
10,1%,90011,34.00714,-118.25874,Los Angeles,CA,California,TRUE,,111165,10014.5,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
11,1%,90012,34.06599,-118.23821,Los Angeles,CA,California,TRUE,,36552,4361.8,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
12,1%,90013,34.04481,-118.24033,Los Angeles,CA,California,TRUE,,12559,7227.4,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
13,1%,90014,34.04308,-118.25169,Los Angeles,CA,California,TRUE,,8688,11845.8,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
14,1%,90015,34.03939,-118.26645,Los Angeles,CA,California,TRUE,,22651,5112.6,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
15,1%,90016,34.02872,-118.3546,Los Angeles,CA,California,TRUE,,45899,4886,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
16,1%,90017,34.05291,-118.2643,Los Angeles,CA,California,TRUE,,27723,14737.8,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
17,1%,90018,34.02887,-118.3172,Los Angeles,CA,California,TRUE,,53490,7131.7,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
18,1%,90019,34.04864,-118.33868,Los Angeles,CA,California,TRUE,,64534,6408.5,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
19,1%,90020,34.06639,-118.3099,Los Angeles,CA,California,TRUE,,39189,13386.6,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
20,1%,90021,34.02931,-118.23873,Los Angeles,CA,California,TRUE,,2945,549.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
21,1%,90022,34.02453,-118.15609,Los Angeles,CA,California,TRUE,,67014,5905.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
22,1%,90023,34.02276,-118.19989,Los Angeles,CA,California,TRUE,,46680,4266.7,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
23,1%,90024,34.06568,-118.43502,Los Angeles,CA,California,TRUE,,51627,6788.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
24,1%,90025,34.04544,-118.44586,Los Angeles,CA,California,TRUE,,46883,7045.4,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
25,1%,90026,34.07928,-118.263,Los Angeles,CA,California,TRUE,,68906,6298.5,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
26,1%,90027,34.12521,-118.29057,Los Angeles,CA,California,TRUE,,44770,2125.2,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
27,2%,90028,34.09989,-118.32691,Los Angeles,CA,California,TRUE,,29774,7541.8,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
28,2%,90029,34.08984,-118.29471,Los Angeles,CA,California,TRUE,,36668,10396.7,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
29,2%,90031,34.08022,-118.21073,Los Angeles,CA,California,TRUE,,39916,4462.7,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
30,2%,90032,34.07956,-118.17807,Los Angeles,CA,California,TRUE,,48031,3890,6037,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
